Ранг,Слово,Абсолютная частота,Относительная частота,Нормализованный ранг,Нормализированная частота
1,рис,36,0.018339276617422313,0.0,-3.998710255820351
2,устройство,34,0.017320427916454408,0.6931471805599453,-4.0558686696603
3,usb-накопитель,33,0.016811003565970453,1.0986122886681098,-4.085721632809981
4,usb,32,0.0163015792154865,1.3862943611198906,-4.1164932914767345
5,микросхема,26,0.013245033112582781,1.6094379124341003,-4.324132656254979
6,2017,25,0.01273560876209883,1.791759469228055,-4.3633533694082605
7,эксперт,23,0.011716760061130923,1.9459101490553132,-4.446734978347311
8,память,23,0.011716760061130923,2.0794415416798357,-4.446734978347311
9,исследование,22,0.011207335710646969,2.1972245773362196,-4.491186740918145
10,комплекс,21,0.010697911360163017,2.302585092994046,-4.537706756553038
11,12,21,0.010697911360163017,2.3978952727983707,-4.537706756553038
12,flash,20,0.010188487009679063,2.4849066497880004,-4.58649692072247
13,работа,19,0.00967906265919511,2.5649493574615367,-4.63779021511002
14,судебный,16,0.00815078960774325,2.6390573296152584,-4.80964047203668
15,информация,16,0.00815078960774325,2.70805020110221,-4.80964047203668
16,forensic,15,0.007641365257259297,2.772588722239781,-4.874178993174251
17,молодёжный,15,0.007641365257259297,2.833213344056216,-4.874178993174251
18,журнал,15,0.007641365257259297,2.8903717578961645,-4.874178993174251
19,usb-устройство,14,0.007131940906775344,2.9444389791664403,-4.943171864661203
20,1,14,0.007131940906775344,2.995732273553991,-4.943171864661203
21,политехнический,13,0.006622516556291391,3.044522437723423,-5.017279836814924
22,компьютерно-технический,11,0.0056036678553234845,3.091042453358316,-5.184333921478091
23,объект,11,0.0056036678553234845,3.1354942159291497,-5.184333921478091
24,запись,11,0.0056036678553234845,3.1780538303479458,-5.184333921478091
25,2,11,0.0056036678553234845,3.2188758248682006,-5.184333921478091
26,решение,11,0.0056036678553234845,3.258096538021482,-5.184333921478091
27,10,10,0.005094243504839531,3.295836866004329,-5.279644101282416
28,обращение,10,0.005094243504839531,3.332204510175204,-5.279644101282416
29,drive,10,0.005094243504839531,3.367295829986474,-5.279644101282416
30,url,10,0.005094243504839531,3.4011973816621555,-5.279644101282416
31,available,10,0.005094243504839531,3.4339872044851463,-5.279644101282416
32,павлова,9,0.004584819154355578,3.4657359027997265,-5.3850046169402415
33,программный,9,0.004584819154355578,3.4965075614664802,-5.3850046169402415
34,pc-3000,9,0.004584819154355578,3.5263605246161616,-5.3850046169402415
35,encase,9,0.004584819154355578,3.5553480614894135,-5.3850046169402415
36,дата,9,0.004584819154355578,3.58351893845611,-5.3850046169402415
37,moscow,9,0.004584819154355578,3.6109179126442243,-5.3850046169402415
38,access,9,0.004584819154355578,3.6375861597263857,-5.3850046169402415
39,аа,8,0.004075394803871625,3.6635616461296463,-5.502787652596625
40,позволять,8,0.004075394803871625,3.6888794541139363,-5.502787652596625
41,хранение,8,0.004075394803871625,3.713572066704308,-5.502787652596625
42,объём,8,0.004075394803871625,3.7376696182833684,-5.502787652596625
43,6,8,0.004075394803871625,3.7612001156935624,-5.502787652596625
44,защита,8,0.004075394803871625,3.784189633918261,-5.502787652596625
45,повредить,7,0.003565970453387672,3.8066624897703196,-5.636319045221148
46,восстановление,7,0.003565970453387672,3.828641396489095,-5.636319045221148
47,являться,7,0.003565970453387672,3.8501476017100584,-5.636319045221148
48,3,7,0.003565970453387672,3.871201010907891,-5.636319045221148
49,4,7,0.003565970453387672,3.8918202981106265,-5.636319045221148
50,5,7,0.003565970453387672,3.912023005428146,-5.636319045221148
51,7,7,0.003565970453387672,3.9318256327243257,-5.636319045221148
52,8,7,0.003565970453387672,3.9512437185814275,-5.636319045221148
53,компьютер,7,0.003565970453387672,3.970291913552122,-5.636319045221148
54,11,7,0.003565970453387672,3.9889840465642745,-5.636319045221148
55,программа,7,0.003565970453387672,4.007333185232471,-5.636319045221148
56,задача,7,0.003565970453387672,4.02535169073515,-5.636319045221148
57,экспертиза,6,0.003056546102903719,4.04305126783455,-5.790469725048406
58,возможность,6,0.003056546102903719,4.060443010546419,-5.790469725048406
59,чтение,6,0.003056546102903719,4.07753744390572,-5.790469725048406
60,20,6,0.003056546102903719,4.0943445622221,-5.790469725048406
61,30,6,0.003056546102903719,4.110873864173311,-5.790469725048406
62,часть,6,0.003056546102903719,4.127134385045092,-5.790469725048406
63,использоваться,6,0.003056546102903719,4.143134726391533,-5.790469725048406
64,технология,6,0.003056546102903719,4.1588830833596715,-5.790469725048406
65,контроллер,6,0.003056546102903719,4.174387269895637,-5.790469725048406
66,экспертный,6,0.003056546102903719,4.189654742026425,-5.790469725048406
67,9,6,0.003056546102903719,4.204692619390966,-5.790469725048406
68,13,6,0.003056546102903719,4.219507705176107,-5.790469725048406
69,условие,6,0.003056546102903719,4.23410650459726,-5.790469725048406
70,computer,6,0.003056546102903719,4.248495242049359,-5.790469725048406
71,september,6,0.003056546102903719,4.2626798770413155,-5.790469725048406
72,москва,5,0.0025471217524197657,4.276666119016055,-5.972791281842361
73,использовать,5,0.0025471217524197657,4.290459441148391,-5.972791281842361
74,поиск,5,0.0025471217524197657,4.30406509320417,-5.972791281842361
75,использование,5,0.0025471217524197657,4.31748811353631,-5.972791281842361
76,считывать,5,0.0025471217524197657,4.330733340286331,-5.972791281842361
77,производитель,5,0.0025471217524197657,4.343805421853684,-5.972791281842361
78,гбайта,5,0.0025471217524197657,4.356708826689592,-5.972791281842361
79,тип,5,0.0025471217524197657,4.3694478524670215,-5.972791281842361
80,изменение,5,0.0025471217524197657,4.382026634673881,-5.972791281842361
81,результат,5,0.0025471217524197657,4.394449154672439,-5.972791281842361
82,выбрать,5,0.0025471217524197657,4.406719247264253,-5.972791281842361
83,опция,5,0.0025471217524197657,4.418840607796598,-5.972791281842361
84,найти,5,0.0025471217524197657,4.430816798843313,-5.972791281842361
85,поставить,5,0.0025471217524197657,4.442651256490317,-5.972791281842361
86,образ,5,0.0025471217524197657,4.454347296253507,-5.972791281842361
87,datum,5,0.0025471217524197657,4.465908118654584,-5.972791281842361
88,мгту,4,0.0020376974019358125,4.477336814478207,-6.195934833156571
89,нэ,4,0.0020376974019358125,4.48863636973214,-6.195934833156571
90,баумана,4,0.0020376974019358125,4.499809670330265,-6.195934833156571
91,российский,4,0.0020376974019358125,4.51085950651685,-6.195934833156571
92,федерация,4,0.0020376974019358125,4.5217885770490405,-6.195934833156571
93,рассмотреть,4,0.0020376974019358125,4.532599493153256,-6.195934833156571
94,современный,4,0.0020376974019358125,4.543294782270004,-6.195934833156571
95,средство,4,0.0020376974019358125,4.553876891600541,-6.195934833156571
96,восстановить,4,0.0020376974019358125,4.564348191467836,-6.195934833156571
97,подключить,4,0.0020376974019358125,4.574710978503383,-6.195934833156571
98,элемент,4,0.0020376974019358125,4.584967478670572,-6.195934833156571
99,различный,4,0.0020376974019358125,4.59511985013459,-6.195934833156571
100,микроконтроллер,4,0.0020376974019358125,4.605170185988092,-6.195934833156571
101,отметить,4,0.0020376974019358125,4.61512051684126,-6.195934833156571
102,вид,4,0.0020376974019358125,4.624972813284271,-6.195934833156571
103,sandick,4,0.0020376974019358125,4.634728988229636,-6.195934833156571
104,cruzer,4,0.0020376974019358125,4.6443908991413725,-6.195934833156571
105,facet,4,0.0020376974019358125,4.653960350157523,-6.195934833156571
106,помощь,4,0.0020376974019358125,4.663439094112067,-6.195934833156571
107,необходимый,4,0.0020376974019358125,4.672828834461906,-6.195934833156571
108,носитель,4,0.0020376974019358125,4.68213122712422,-6.195934833156571
109,получение,4,0.0020376974019358125,4.6913478822291435,-6.195934833156571
110,накопитель,4,0.0020376974019358125,4.700480365792417,-6.195934833156571
111,случай,4,0.0020376974019358125,4.709530201312334,-6.195934833156571
112,основной,4,0.0020376974019358125,4.718498871295094,-6.195934833156571
113,действие,4,0.0020376974019358125,4.727387818712341,-6.195934833156571
114,считывание,4,0.0020376974019358125,4.736198448394496,-6.195934833156571
115,система,4,0.0020376974019358125,4.74493212836325,-6.195934833156571
116,файл,4,0.0020376974019358125,4.7535901911063645,-6.195934833156571
117,создать,4,0.0020376974019358125,4.762173934797756,-6.195934833156571
118,хэш-значение,4,0.0020376974019358125,4.770684624465665,-6.195934833156571
119,bauman,4,0.0020376974019358125,4.77912349311153,-6.195934833156571
120,state,4,0.0020376974019358125,4.787491742782046,-6.195934833156571
121,technical,4,0.0020376974019358125,4.795790545596741,-6.195934833156571
122,university,4,0.0020376974019358125,4.804021044733257,-6.195934833156571
123,device,4,0.0020376974019358125,4.812184355372417,-6.195934833156571
124,stick,4,0.0020376974019358125,4.820281565605037,-6.195934833156571
125,usb-накопители,3,0.0015282730514518594,4.8283137373023015,-6.4836169056083515
126,применяться,3,0.0015282730514518594,4.836281906951478,-6.4836169056083515
127,время,3,0.0015282730514518594,4.844187086458591,-6.4836169056083515
128,удобный,3,0.0015282730514518594,4.852030263919617,-6.4836169056083515
129,незаменимый,3,0.0015282730514518594,4.859812404361672,-6.4836169056083515
130,способный,3,0.0015282730514518594,4.867534450455582,-6.4836169056083515
131,сочетать,3,0.0015282730514518594,4.875197323201151,-6.4836169056083515
132,большой,3,0.0015282730514518594,4.882801922586371,-6.4836169056083515
133,проведение,3,0.0015282730514518594,4.890349128221754,-6.4836169056083515
134,интерфейс,3,0.0015282730514518594,4.897839799950911,-6.4836169056083515
